,,"US dollar/
Dollar 
SAM

","Japanese Yen/
Yen na Seapáine
",Bulgarian lev/Lev na Bulgáire,"Czech Koruna/
Koruna na Seice
","Danish krone/
Coróin na Danmhairge","Estonian Kroon/
Kroon na hEastóine","Israeli Shekel/
Shekel Iosraelach","Pound Sterling/
Punt Steirling","Hungarian Forint/
Forint na hUngáire","Lithuanian Litas/
Litas na Liotuáine
","Latvian lats/
Lats na Laitvia","Polish Zloty/
Zloty na Polainne","New Romanian Leu /
Leu nua na Rómáine","Swedish Krona/
Coróin na Sualainne","Slovak Koruna/
Koruna Slovakian","Swiss Franc/
Franc na hEilvéise","Icelandic Krona/
Coróin na hÍoslainne
","Norwegian Krone/
Coróin na hIorua","Croatian Kuna/
Kuna na Cróite","Russian Rouble/
Rouble na Rúise","New Turkish Lira/
Lira nua na Tuirce","Australian dollar/
Dollar na hAstráile","Brasilian Real/
Real na Brasaíle","Canadian Dollar/
Dollar Cheanada","Chinese Yuan Renminbi/
Yuan Renminbi na Síne","Hong Kong Dollar/
Dollar Hong Kong","Indonesian Rupiah/
Rupiah na hIndinéise","Indian Rupee/
Rupee na hIndia","South Korean Won/
Won na Cóiré Theas","Mexican Peso/
Peso na Meicsiceo","Malaysian Ringgit/
Ringgit na Malaeisia","New Zealand Dollar/
Dollar na Nua-Shéalainne","Philippine Peso/
Peso na nOileán Filipíneach","Singapore Dollar/
Dollar Singeapóir","Thai Baht/
Baht na Téalainne","South African Rand/
Rand na hAfraice Theas"
,,USD,JPY,BGN,CZK,DKK,EEK,ILS,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
,28 Dec 20,1.2219,126.54,1.9558,26.247,7.4361,,3.9275,0.90408,363.46,,,4.4907,4.8745,10.1070,,1.0854,156.10,10.5713,7.5435,90.0681,9.1254,1.6083,6.3443,1.5677,7.9906,9.4731,17337.66,89.8145,1340.87,24.3136,4.9490,1.7160,58.700,1.6237,36.865,17.8008
,29 Dec 20,1.2259,127.23,1.9558,26.302,7.4382,,3.9363,0.90863,364.53,,,4.5308,4.8757,10.0840,,1.0862,156.30,10.5500,7.5447,90.1883,9.0177,1.6121,6.3717,1.5713,8.0070,9.5043,17305.60,89.9420,1340.33,24.4001,4.9655,1.7171,58.903,1.6274,36.826,17.9651
,30 Dec 20,1.2281,126.57,1.9558,26.252,7.4393,,3.9429,0.90307,364.88,,,4.5565,4.8681,10.0568,,1.0857,156.10,10.5470,7.5460,91.8851,9.0321,1.6025,6.3574,1.5701,8.0134,9.5210,17254.81,89.8824,1335.83,24.3733,4.9578,1.7071,59.026,1.6257,36.769,18.0053
2020,31 Dec 20,1.2271,126.49,1.9558,26.242,7.4409,,3.9447,0.89903,363.89,,,4.5597,4.8683,10.0343,,1.0802,156.10,10.4703,7.5519,91.4671,9.1131,1.5896,6.3735,1.5633,8.0225,9.5142,17240.76,89.6605,1336.00,24.4160,4.9340,1.6984,59.125,1.6218,36.727,18.0219
,4 Jan 21,1.2296,126.62,1.9558,26.141,7.4379,,3.9430,0.90160,361.32,,,4.5475,4.8713,10.0895,,1.0811,156.10,10.4440,7.5565,90.3420,9.0579,1.5928,6.3241,1.5621,7.9484,9.5330,17062.67,89.7890,1332.03,24.3031,4.9264,1.7065,59.058,1.6198,36.728,17.9214
,5 Jan 21,1.2271,126.25,1.9558,26.227,7.4387,,3.9277,0.90333,360.27,,,4.5473,4.8721,10.0570,,1.0803,156.10,10.4713,7.5588,91.6715,9.0694,1.5927,6.5517,1.5651,7.9315,9.5136,17075.10,89.8670,1335.85,24.5860,4.9293,1.7036,59.020,1.6180,36.776,18.4194
,6 Jan 21,1.2338,127.03,1.9558,26.145,7.4393,,3.9289,0.90635,357.86,,,4.5160,4.8720,10.0653,,1.0821,156.30,10.3810,7.5595,90.8175,9.0554,1.5824,6.5119,1.5640,7.9653,9.5659,17168.20,90.2040,1339.30,24.3543,4.9482,1.6916,59.296,1.6246,36.921,18.5123
,7 Jan 21,1.2276,127.13,1.9558,26.147,7.4392,,3.9027,0.90190,357.79,,,4.4998,4.8712,10.0575,,1.0833,155.30,10.3435,7.5660,91.2000,8.9987,1.5836,6.5172,1.5601,7.9392,9.5176,17259.99,90.0455,1342.29,24.2552,4.9570,1.6907,59.043,1.6253,36.859,18.7919
,8 Jan 21,1.2250,127.26,1.9558,26.163,7.4369,,3.8981,0.90128,359.62,,,4.5113,4.8708,10.0510,,1.0827,155.50,10.2863,7.5690,90.8000,9.0146,1.5758,6.5748,1.5543,7.9184,9.4982,17247.33,89.7975,1337.90,24.4718,4.9359,1.6883,58.947,1.6228,36.848,18.7212
,11 Jan 21,1.2163,126.76,1.9558,26.239,7.4372,,3.8676,0.90235,360.70,,,4.5294,4.8705,10.0760,,1.0838,157.10,10.3680,7.5800,90.8075,9.0550,1.5783,6.6562,1.5551,7.8806,9.4330,17267.14,89.3460,1335.76,24.5301,4.9284,1.6918,58.486,1.6180,36.659,18.8079
,12 Jan 21,1.2161,126.74,1.9558,26.190,7.4385,,3.8441,0.89440,359.66,,,4.5248,4.8713,10.0878,,1.0812,156.20,10.3765,7.5805,90.0537,9.1050,1.5742,6.6592,1.5510,7.8576,9.4314,17201.73,89.0915,1336.38,24.3010,4.9343,1.6940,58.434,1.6146,36.641,18.7269
,13 Jan 21,1.2166,126.44,1.9558,26.173,7.4392,,3.8212,0.88983,360.25,,,4.5253,4.8725,10.1383,,1.0812,156.00,10.3390,7.5805,89.7859,9.0531,1.5734,6.4869,1.5487,7.8716,9.4336,17188.25,89.0095,1335.20,24.1414,4.9205,1.6954,58.472,1.6139,36.547,18.6329
,14 Jan 21,1.2124,126.21,1.9558,26.190,7.4393,,3.8095,0.88943,359.57,,,4.5379,4.8738,10.1059,,1.0805,156.60,10.3108,7.5690,89.0900,8.9492,1.5642,6.3888,1.5381,7.8409,9.4005,17026.94,88.6625,1330.37,24.0418,4.8932,1.6853,58.232,1.6090,36.396,18.4147
,15 Jan 21,1.2123,125.74,1.9558,26.163,7.4393,,3.9546,0.88998,359.99,,,4.5375,4.8733,10.1305,,1.0770,156.40,10.3135,7.5535,89.0364,9.0179,1.5680,6.3697,1.5413,7.8499,9.4005,17032.57,88.6365,1333.60,24.0231,4.8939,1.6896,58.226,1.6105,36.411,18.4627
,18 Jan 21,1.2064,125.18,1.9558,26.185,7.4393,,3.9018,0.89073,360.39,,,4.5389,4.8743,10.1540,,1.0747,156.80,10.3858,7.5535,89.5913,9.0546,1.5721,6.3910,1.5413,7.8359,9.3538,17053.67,88.4365,1335.05,23.9785,4.8883,1.6975,57.989,1.6078,36.361,18.4919
,19 Jan 21,1.2132,126.16,1.9558,26.161,7.4393,,3.9354,0.89100,358.52,,,4.5352,4.8744,10.0953,,1.0769,157.00,10.3423,7.5655,89.4400,9.0257,1.5723,6.3848,1.5438,7.8610,9.4052,17080.95,88.7525,1337.54,23.7870,4.9135,1.7020,58.251,1.6114,36.426,18.1181
,20 Jan 21,1.2101,125.62,1.9558,26.125,7.4382,,3.9373,0.88563,357.38,,,4.5322,4.8738,10.1383,,1.0778,157.20,10.3230,7.5635,89.0850,9.0111,1.5666,6.4390,1.5379,7.8292,9.3804,17004.08,88.3680,1333.62,23.7719,4.8949,1.6965,58.122,1.6054,36.315,18.1101
,21 Jan 21,1.2158,125.72,1.9558,26.094,7.4395,,3.9775,0.88625,357.38,,,4.5284,4.8740,10.0825,,1.0773,156.80,10.2513,7.5650,89.6369,8.9555,1.5635,6.4073,1.5345,7.8552,9.4245,17009.04,88.7220,1337.11,23.8443,4.8997,1.6853,58.406,1.6081,36.389,17.9988
,22 Jan 21,1.2158,126.19,1.9558,26.152,7.4404,,3.9892,0.89045,357.61,,,4.5385,4.8740,10.0815,,1.0773,157.00,10.3308,7.5655,91.1009,9.0195,1.5770,6.5765,1.5458,7.8822,9.4255,17140.23,88.7670,1344.48,24.2345,4.9155,1.6945,58.444,1.6149,36.486,18.3810
,25 Jan 21,1.2152,126.06,1.9558,26.080,7.4406,,3.9716,0.88800,357.33,,,4.5409,4.8744,10.0625,,1.0772,157.00,10.3478,7.5665,91.6732,8.9865,1.5728,6.6434,1.5459,7.8712,9.4199,17108.31,88.6300,1340.18,24.2927,4.9149,1.6854,58.427,1.6124,36.438,18.4930
,26 Jan 21,1.2143,125.93,1.9558,26.080,7.4390,,3.9692,0.88698,358.61,,,4.5465,4.8748,10.0715,,1.0789,157.00,10.3873,7.5630,91.2538,8.9269,1.5709,6.5816,1.5444,7.8537,9.4132,17126.85,88.5555,1339.51,24.3386,4.9161,1.6793,58.379,1.6099,36.405,18.4065
,27 Jan 21,1.2114,125.87,1.9558,26.025,7.4377,,3.9556,0.88395,360.90,,,4.5520,4.8753,10.1139,,1.0759,157.00,10.4555,7.5590,91.7258,8.9542,1.5744,6.4967,1.5453,7.8411,9.3911,17123.20,88.4380,1340.79,24.4497,4.9007,1.6844,58.270,1.6088,36.342,18.4379
,28 Jan 21,1.2091,126.20,1.9558,26.114,7.4368,,3.9825,0.88603,360.34,,,4.5471,4.8761,10.1353,,1.0783,156.00,10.5205,7.5652,92.3842,8.9313,1.5914,6.5857,1.5564,7.8226,9.3742,17069.17,88.3210,1350.76,24.7187,4.8914,1.7008,58.126,1.6119,36.315,18.4355
,29 Jan 21,1.2136,127.05,1.9558,26.020,7.4370,,3.9814,0.88383,358.39,,,4.5304,4.8750,10.1110,,1.0798,156.10,10.3430,7.5658,91.8979,8.8772,1.5819,6.6568,1.5520,7.8047,9.4093,16994.16,88.4320,1354.98,24.5417,4.9060,1.6863,58.333,1.6121,36.287,18.3058
,1 Feb 21,1.2084,126.77,1.9558,25.975,7.4373,,3.9739,0.88200,356.35,,,4.5080,4.8735,10.1627,,1.0816,156.30,10.3890,7.5745,91.6248,8.6902,1.5831,6.5765,1.5474,7.8143,9.3687,17011.92,88.3450,1351.21,24.5157,4.8850,1.6844,58.083,1.6092,36.228,18.1574
,2 Feb 21,1.2044,126.46,1.9558,25.900,7.4373,,3.9727,0.88075,355.70,,,4.4953,4.8743,10.1593,,1.0808,156.10,10.3463,7.5810,90.9307,8.6629,1.5847,6.4904,1.5422,7.7756,9.3361,16878.40,87.9060,1344.07,24.3492,4.8712,1.6793,57.708,1.6041,36.120,18.0067
,3 Feb 21,1.2017,126.25,1.9558,25.925,7.4375,,3.9695,0.88145,355.51,,,4.4917,4.8734,10.1303,,1.0804,156.10,10.3540,7.5693,91.2217,8.6136,1.5781,6.4256,1.5373,7.7623,9.3150,16852.88,87.6185,1341.03,24.2190,4.8681,1.6695,57.721,1.6021,36.111,17.9412
,4 Feb 21,1.1996,126.24,1.9558,25.895,7.4367,,3.9549,0.87693,355.59,,,4.4941,4.8755,10.1358,,1.0818,156.10,10.3380,7.5715,90.6192,8.5490,1.5727,6.4285,1.5358,7.7542,9.3003,16838.85,87.4345,1341.26,24.2904,4.8686,1.6666,57.668,1.6025,36.060,18.0297
,5 Feb 21,1.1983,126.72,1.9558,25.806,7.4362,,3.9456,0.87538,356.58,,,4.5023,4.8747,10.1228,,1.0825,154.90,10.3068,7.5613,89.6325,8.4753,1.5761,6.5248,1.5344,7.7535,9.2900,16820.24,87.3670,1345.45,24.3490,4.8777,1.6776,57.641,1.6033,36.069,17.9407
,8 Feb 21,1.2025,126.97,1.9558,25.739,7.4365,,3.9487,0.87833,358.33,,,4.4824,4.8748,10.1148,,1.0842,154.70,10.2725,7.5583,89.4049,8.5308,1.5693,6.4955,1.5363,7.7618,9.3219,16876.31,87.7240,1347.77,24.3050,4.8888,1.6740,57.843,1.6067,36.098,17.9701
,9 Feb 21,1.2104,126.58,1.9558,25.738,7.4369,,3.9401,0.87828,358.88,,,4.4761,4.8753,10.1058,,1.0817,154.10,10.2588,7.5670,89.6164,8.5883,1.5681,6.5530,1.5414,7.7894,9.3827,16929.80,88.2765,1347.42,24.3205,4.8997,1.6741,58.142,1.6074,36.239,17.8953
,10 Feb 21,1.2127,127.04,1.9558,25.835,7.4373,,3.9441,0.87650,357.53,,,4.4819,4.8752,10.0800,,1.0805,155.20,10.2280,7.5645,89.5116,8.5503,1.5682,6.5641,1.5394,7.8235,9.4014,16956.58,88.3185,1340.67,24.3776,4.9042,1.6803,58.269,1.6080,36.266,17.8301
,11 Feb 21,1.2147,127.12,1.9558,25.772,7.4380,,3.9531,0.87755,357.18,,,4.4975,4.8745,10.0868,,1.0802,155.80,10.2595,7.5688,89.3792,8.5254,1.5638,6.4936,1.5384,7.8448,9.4171,16963.10,88.4040,1339.97,24.2037,4.9104,1.6772,58.343,1.6080,36.271,17.7533
,12 Feb 21,1.2108,127.15,1.9558,25.753,7.4361,,3.9377,0.87753,358.87,,,4.4999,4.8746,10.0818,,1.0803,155.80,10.2850,7.5710,89.8055,8.5010,1.5666,6.5302,1.5418,7.8207,9.3868,16936.37,87.8770,1337.98,24.2515,4.8947,1.6840,58.181,1.6066,36.215,17.7362
,15 Feb 21,1.2129,127.72,1.9558,25.682,7.4366,,3.9349,0.87225,358.15,,,4.4864,4.8753,10.0435,,1.0802,155.60,10.1963,7.5720,88.9548,8.4418,1.5602,6.5134,1.5346,7.8332,9.4033,16857.31,88.0680,1337.12,24.1825,4.8934,1.6785,58.136,1.6046,36.254,17.5006
,16 Feb 21,1.2143,128.16,1.9558,25.753,7.4367,,3.9304,0.87333,358.51,,,4.4942,4.8760,10.0415,,1.0800,155.60,10.1938,7.5720,89.3431,8.4673,1.5613,6.5209,1.5365,7.8422,9.4139,16974.40,88.4195,1341.09,24.3866,4.8936,1.6774,58.606,1.6086,36.332,17.6544
,17 Feb 21,1.2060,127.94,1.9558,25.883,7.4368,,3.9278,0.86960,359.03,,,4.5012,4.8750,10.0413,,1.0806,155.80,10.2113,7.5705,89.0524,8.4348,1.5573,6.4771,1.5304,7.7886,9.3493,16959.38,87.7940,1334.77,24.4836,4.8702,1.6786,58.433,1.6028,36.168,17.8247
,18 Feb 21,1.2084,127.69,1.9558,25.864,7.4362,,3.9403,0.86540,358.73,,,4.4888,4.8751,10.0328,,1.0829,155.80,10.2178,7.5765,88.9872,8.3975,1.5518,6.5252,1.5307,7.8172,9.3684,16998.02,87.6695,1336.85,24.3890,4.8844,1.6735,58.616,1.6028,36.276,17.5602
,19 Feb 21,1.2139,127.81,1.9558,25.849,7.4368,,3.9700,0.86508,358.50,,,4.4830,4.8758,10.0330,,1.0851,155.60,10.2095,7.5780,89.6089,8.4470,1.5445,6.5633,1.5307,7.8318,9.4121,17094.81,88.0145,1339.59,24.7094,4.9048,1.6642,58.846,1.6059,36.386,17.7391
,22 Feb 21,1.2133,128.00,1.9558,25.954,7.4365,,3.9683,0.86530,359.09,,,4.4982,4.8758,10.0315,,1.0888,155.60,10.3185,7.5714,90.9800,8.5684,1.5392,6.6843,1.5328,7.8447,9.4070,17197.50,87.9720,1350.83,25.2189,4.9048,1.6583,59.112,1.6058,36.448,18.0732
,23 Feb 21,1.2143,127.98,1.9558,25.906,7.4366,,3.9655,0.86308,359.14,,,4.5066,4.8760,10.0747,,1.0946,155.20,10.3190,7.5770,89.9219,8.5681,1.5378,6.6062,1.5319,7.8506,9.4153,17129.52,88.0575,1351.72,25.1611,4.9100,1.6585,59.021,1.6048,36.453,17.8599
,24 Feb 21,1.2146,128.69,1.9558,25.978,7.4364,,3.9682,0.86030,359.74,,,4.5178,4.8749,10.0893,,1.1029,154.60,10.2483,7.5805,89.4919,8.7071,1.5347,6.5642,1.5266,7.8362,9.4189,17070.23,87.8760,1346.15,24.7700,4.9100,1.6451,59.072,1.6049,36.487,17.5723
,25 Feb 21,1.2225,129.73,1.9558,26.110,7.4363,,4.0086,0.86408,360.18,,,4.5122,4.8748,10.0668,,1.1076,153.30,10.2275,7.5895,90.3519,8.8344,1.5317,6.6663,1.5257,7.8898,9.4793,17352.10,88.7940,1359.14,25.3424,4.9383,1.6409,59.492,1.6120,36.858,18.1101
,26 Feb 21,1.2121,128.83,1.9558,26.195,7.4361,,4.0072,0.87053,361.43,,,4.5186,4.8750,10.1388,,1.0986,152.90,10.4012,7.5830,90.6697,9.0168,1.5605,6.6644,1.5331,7.8385,9.4010,17353.51,89.5766,1367.10,25.2879,4.9096,1.6622,59.090,1.6106,36.799,18.1025
,1 Mar 21,1.2053,128.63,1.9558,26.087,7.4360,,3.9828,0.86558,362.86,,,4.5263,4.8749,10.1833,,1.1014,153.90,10.3600,7.5775,89.3155,8.7175,1.5570,6.7244,1.5274,7.7970,9.3498,17254.29,88.6665,1352.80,25.0317,4.8881,1.6629,58.531,1.6042,36.436,18.1498
,2 Mar 21,1.2028,128.58,1.9558,26.142,7.4361,,3.9700,0.86433,363.70,,,4.5322,4.8762,10.1400,,1.1050,152.10,10.2555,7.5825,88.6885,8.8151,1.5422,6.8387,1.5225,7.7840,9.3297,17230.11,88.2590,1354.37,24.8772,4.8804,1.6565,58.338,1.6016,36.401,18.1353
,3 Mar 21,1.2048,128.81,1.9558,26.138,7.4362,,3.9640,0.86351,363.75,,,4.5336,4.8775,10.1250,,1.1064,152.50,10.2451,7.5805,88.8857,8.9009,1.5455,6.8827,1.5234,7.7897,9.3452,17175.15,87.7665,1347.23,24.9919,4.8806,1.6581,58.420,1.6041,36.566,18.0073
,4 Mar 21,1.2034,129.23,1.9558,26.208,7.4361,,3.9830,0.86270,364.53,,,4.5529,4.8813,10.1595,,1.1114,153.30,10.2595,7.5870,88.6563,8.9666,1.5449,6.7469,1.5213,7.7846,9.3363,17166.50,87.5520,1353.89,25.0615,4.8828,1.6599,58.399,1.6024,36.511,18.0926
,5 Mar 21,1.1938,129.30,1.9558,26.303,7.4363,,3.9606,0.86300,366.29,,,4.5748,4.8813,10.1863,,1.1066,152.90,10.2110,7.5745,88.8807,8.9502,1.5565,6.7979,1.5160,7.7489,9.2695,17184.09,87.2305,1347.11,25.3204,4.8635,1.6737,58.048,1.6008,36.422,18.2619
,8 Mar 21,1.1866,128.90,1.9558,26.417,7.4362,,3.9612,0.85728,367.19,,,4.6002,4.8852,10.1803,,1.1087,152.70,10.1785,7.5780,88.7408,9.1062,1.5499,6.8228,1.5035,7.7446,9.2183,17039.58,87.0475,1351.68,25.5759,4.8740,1.6673,57.803,1.5996,36.535,18.3582
,9 Mar 21,1.1894,129.50,1.9558,26.288,7.4366,,3.9602,0.85704,366.83,,,4.5843,4.8870,10.1360,,1.1071,151.75,10.0838,7.5913,87.9711,9.1023,1.5440,6.9553,1.4990,7.7478,9.2325,17140.98,86.8270,1353.91,25.3635,4.8974,1.6607,57.724,1.6011,36.597,18.3128
,10 Mar 21,1.1892,129.12,1.9558,26.226,7.4366,,3.9532,0.85655,367.48,,,4.5752,4.8865,10.1305,,1.1069,152.10,10.0813,7.5865,87.9744,9.0269,1.5430,6.8807,1.5041,7.7433,9.2307,17130.43,86.8100,1357.05,25.2221,4.9072,1.6590,57.780,1.6019,36.592,18.1740
,11 Mar 21,1.1969,129.82,1.9558,26.154,7.4366,,3.9537,0.85670,365.88,,,4.5760,4.8840,10.1295,,1.1066,153.30,10.0910,7.5860,88.0432,8.9028,1.5384,6.7039,1.5051,7.7614,9.2870,17241.34,86.8880,1353.09,24.7978,4.9163,1.6546,57.971,1.6032,36.570,17.8077
,12 Mar 21,1.1933,130.14,1.9558,26.150,7.4366,,3.9637,0.85835,366.18,,,4.5867,4.8850,10.1388,,1.1094,153.90,10.0863,7.5885,87.7030,9.0452,1.5394,6.6421,1.4975,7.7636,9.2642,17174.63,86.7260,1354.93,24.8556,4.9140,1.6633,57.772,1.6053,36.730,17.8505
,15 Mar 21,1.1920,130.17,1.9558,26.193,7.4362,,3.9428,0.85670,367.63,,,4.5914,4.8845,10.1850,,1.1084,153.50,10.0988,7.5798,87.1471,8.9852,1.5419,6.6896,1.4874,7.7508,9.2553,17165.81,86.4925,1351.97,24.6610,4.9021,1.6588,57.868,1.6040,36.630,17.7316
,16 Mar 21,1.1926,129.88,1.9558,26.197,7.4360,,3.9297,0.85945,367.30,,,4.5933,4.8868,10.1388,,1.1033,151.60,10.1028,7.5765,86.6948,8.9350,1.5390,6.6722,1.4867,7.7519,9.2626,17206.59,86.4790,1347.36,24.6021,4.9064,1.6578,57.994,1.6049,36.655,17.7067
,17 Mar 21,1.1907,130.02,1.9558,26.159,7.4360,,3.9155,0.85668,367.74,,,4.6136,4.8874,10.1355,,1.1047,151.40,10.1213,7.5765,87.8245,8.9498,1.5427,6.7299,1.4852,7.7435,9.2476,17216.30,86.4290,1346.65,24.6882,4.9075,1.6618,57.982,1.6036,36.656,17.7180
,18 Mar 21,1.1912,130.08,1.9558,26.170,7.4360,,3.9290,0.85575,368.18,,,4.6253,4.8858,10.1570,,1.1069,151.60,10.1058,7.5750,88.1313,8.7701,1.5347,6.6225,1.4824,7.7507,9.2493,17165.19,86.6105,1343.25,24.5306,4.8976,1.6567,57.997,1.6013,36.772,17.6202
,19 Mar 21,1.1891,129.54,1.9558,26.127,7.4364,,3.9213,0.85763,367.94,,,4.6200,4.8853,10.1743,,1.1066,151.40,10.2018,7.5758,88.0750,8.6354,1.5365,6.5710,1.4877,7.7413,9.2352,17128.99,86.2155,1344.69,24.1600,4.8842,1.6598,57.795,1.5970,36.672,17.5051
,22 Mar 21,1.1926,129.77,1.9558,26.075,7.4360,,3.9404,0.86233,366.90,,,4.6017,4.8862,10.1580,,1.1023,151.20,10.1393,7.5740,88.9011,9.4097,1.5400,6.5917,1.4903,7.7582,9.2614,17176.42,86.2895,1344.78,24.6337,4.9064,1.6617,57.843,1.5992,36.816,17.5657
,23 Mar 21,1.1883,128.99,1.9558,26.198,7.4360,,3.9099,0.86198,366.51,,,4.6191,4.8893,10.1813,,1.1066,148.30,10.1783,7.5755,90.2781,9.3638,1.5491,6.5562,1.4938,7.7367,9.2290,17105.58,86.1025,1342.48,24.5926,4.8988,1.6918,57.779,1.5955,36.819,17.5818
,24 Mar 21,1.1825,128.60,1.9558,26.206,7.4360,,3.8918,0.86250,364.93,,,4.6280,4.8880,10.1635,,1.1068,150.10,10.1563,7.5730,90.2013,9.4009,1.5532,6.5258,1.4884,7.7133,9.1863,17082.00,85.8585,1338.12,24.5236,4.8843,1.6963,57.468,1.5917,36.658,17.5248
,25 Mar 21,1.1802,128.75,1.9558,26.233,7.4360,,3.9091,0.86068,364.78,,,4.6399,4.8865,10.1935,,1.1045,149.80,10.1653,7.5748,90.0115,9.4313,1.5548,6.6960,1.4849,7.7220,9.1700,17024.39,85.7605,1340.88,24.6616,4.8937,1.6948,57.335,1.5899,36.746,17.6852
,26 Mar 21,1.1782,129.34,1.9558,26.081,7.4361,,3.9261,0.85503,363.58,,,4.6493,4.8878,10.1905,,1.1090,149.80,10.1258,7.5740,89.5075,9.4523,1.5459,6.7110,1.4814,7.7063,9.1540,16986.70,85.4845,1332.17,24.2575,4.8854,1.6863,57.132,1.5865,36.654,17.6845
,29 Mar 21,1.1784,129.19,1.9558,26.079,7.4360,,3.9254,0.85120,362.32,,,4.6457,4.9025,10.2205,,1.1075,151.00,10.0738,7.5723,89.4425,9.6209,1.5398,6.7964,1.4833,7.7334,9.1618,17021.99,85.5038,1334.49,24.4513,4.8803,1.6805,57.112,1.5860,36.731,17.6924
,30 Mar 21,1.1741,129.48,1.9558,26.122,7.4369,,3.9133,0.85378,363.30,,,4.6582,4.9210,10.2473,,1.1057,148.50,10.0613,7.5698,89.1591,9.7800,1.5419,6.7685,1.4814,7.7154,9.1283,17063.20,86.2540,1331.35,24.2262,4.8737,1.6794,57.015,1.5815,36.714,17.5396
,31 Mar 21,1.1725,129.91,1.9558,26.143,7.4373,,3.9178,0.85209,363.27,,,4.6508,4.9223,10.2383,,1.1070,148.10,9.9955,7.5705,88.3175,9.7250,1.5412,6.7409,1.4782,7.6812,9.1153,17030.56,85.8130,1324.19,24.0506,4.8618,1.6769,56.901,1.5768,36.658,17.3484
,1 Apr 21,1.1746,130.03,1.9558,26.085,7.4379,,3.9150,0.85195,361.84,,,4.6089,4.9088,10.2753,,1.1099,148.70,10.0408,7.5705,89.5944,9.5903,1.5500,6.6149,1.4787,7.7195,9.1346,17068.23,86.2275,1328.36,23.8792,4.8693,1.6806,57.076,1.5801,36.730,17.2074
,6 Apr 21,1.1812,130.27,1.9558,26.051,7.4379,,3.9005,0.85358,360.31,,,4.5914,4.9175,10.2610,,1.1070,149.50,10.0768,7.5700,90.5074,9.6281,1.5482,6.6644,1.4840,7.7390,9.1860,17133.31,86.7000,1323.16,23.9395,4.8801,1.6814,57.424,1.5840,37.054,17.1399
,7 Apr 21,1.1884,130.56,1.9558,25.919,7.4365,,3.9236,0.86065,359.68,,,4.5756,4.9185,10.2360,,1.1044,150.40,10.0535,7.5763,92.3359,9.7227,1.5581,6.6440,1.4982,7.7761,9.2527,17304.71,88.3675,1328.05,24.0091,4.9099,1.6907,57.965,1.5917,37.286,17.2803
,8 Apr 21,1.1873,129.71,1.9558,25.875,7.4377,,3.8994,0.86290,358.65,,,4.5513,4.9198,10.2073,,1.1021,151.00,10.0780,7.5835,91.4618,9.6799,1.5539,6.6545,1.4947,7.7749,9.2356,17257.41,88.5885,1324.91,23.9497,4.9125,1.6855,57.713,1.5916,37.347,17.2677
,9 Apr 21,1.1888,130.42,1.9558,25.945,7.4372,,3.9093,0.86658,357.97,,,4.5392,4.9198,10.1725,,1.1010,151.90,10.1130,7.5755,91.8152,9.6903,1.5579,6.6641,1.4950,7.7934,9.2470,17354.52,88.8145,1331.28,23.9374,4.9157,1.6860,57.764,1.5941,37.388,17.3100
,12 Apr 21,1.1904,130.20,1.9558,26.031,7.4369,,3.9185,0.86518,356.43,,,4.5246,4.9203,10.1975,,1.0998,151.90,10.0940,7.5673,91.9588,9.7038,1.5613,6.7460,1.4931,7.7907,9.2564,17391.62,89.3020,1338.46,23.9690,4.9199,1.6914,57.845,1.5964,37.504,17.3878
,13 Apr 21,1.1896,130.23,1.9558,26.016,7.4374,,3.9300,0.86698,359.44,,,4.5668,4.9223,10.2110,,1.1001,151.90,10.1675,7.5695,91.8450,9.6893,1.5652,6.8216,1.5006,7.7905,9.2477,17431.21,89.7215,1337.32,24.0251,4.9190,1.6946,57.854,1.5981,37.579,17.4228
,14 Apr 21,1.1964,130.33,1.9558,25.929,7.4372,,3.9311,0.86918,358.61,,,4.5537,4.9240,10.1433,,1.1033,151.70,10.0745,7.5703,90.5504,9.6792,1.5561,6.8189,1.5026,7.8146,9.2915,17496.57,89.8330,1333.87,24.0508,4.9393,1.6821,58.031,1.5998,37.519,17.2989
,15 Apr 21,1.1970,130.14,1.9558,25.942,7.4372,,3.9279,0.86753,358.93,,,4.5554,4.9250,10.1298,,1.1046,151.90,10.0433,7.5615,92.2336,9.7111,1.5448,6.7631,1.4955,7.8129,9.2984,17497.09,89.8010,1335.30,23.9455,4.9370,1.6716,58.013,1.5974,37.376,17.0453
,16 Apr 21,1.1986,130.37,1.9558,25.927,7.4368,,3.9286,0.86793,361.10,,,4.5509,4.9263,10.1055,,1.1011,151.90,10.0180,7.5668,90.8921,9.6692,1.5459,6.7400,1.4986,7.8157,9.3152,17420.96,89.2355,1335.70,23.8806,4.9466,1.6725,58.001,1.5980,37.420,17.0967
,19 Apr 21,1.2035,130.09,1.9558,25.903,7.4364,,3.9262,0.86355,360.23,,,4.5473,4.9260,10.0985,,1.0998,151.70,9.9733,7.5713,91.7527,9.7198,1.5491,6.7056,1.5038,7.8323,9.3475,17463.33,90.0675,1340.89,23.8860,4.9626,1.6750,58.223,1.6014,37.589,17.1398
